date,J3_2%,J3_10%,J3_30%,J3_50%,J3_70%,J3_90%,J3_100%
2017-10-06,364.2,400.6,432.1,453.6,473.7,497.9,535.5
2017-10-07,369.8,401.2,430.4,452.4,472.8,495.6,526.8
2017-10-08,360.2,396.3,426.7,447.3,467.9,493,547.9
2017-10-09,358.6,395.4,426.8,448.1,469.3,494.4,535.4
2017-10-10,363,399.7,432.4,456.1,478.7,505,540.7
2017-10-11,367.1,403.9,435.7,459.2,481.2,507.6,546.6
2017-10-12,364,400.2,432.2,455.4,477.9,504.3,545.4
2017-10-13,361.6,398,429.8,453.1,475.6,502.6,549.3
2017-10-14,360.4,394.6,426.8,449.2,471.6,499.2,541
2017-10-15,360.1,395.6,427.5,450.4,472.8,499.1,537.2
2017-10-16,359.9,397,428.8,452.7,476,502.5,544
2017-10-17,360.8,404,438.4,453,485.6,505.4,546.8
2017-10-18,359.2,395.8,430,455.4,480,509.4,543.8
2017-10-19,363.1,399.7,433.7,459.7,484.4,510,547
2017-10-20,366.8,400,430.8,450.8,477.8,504.4,544.8
2017-10-21,360.3,398.7,429,453.5,477.8,507.3,547
2017-10-22,363.4,397.8,429.7,453.6,477.6,507.7,551.7
2017-10-23,353.8,389.2,422.2,446.2,470.8,500.6,537
2017-10-24,362.8,399.5,432,456.1,480.3,510.8,558.2
2017-10-25,361.2,403.4,435.6,460,485.4,515.6,560.2
2017-10-26,356.4,388.6,421,444.6,469.4,498.2,537.8
2017-10-27,365.9,400.4,429.6,449.2,467.9,491.7,535.6
2017-10-28,366.7,400.3,429.3,448.9,467.7,491.6,535.9
2017-10-29,370.2,401.6,430.2,450.2,469.8,494.8,548.6
2017-10-30,367.8,402.9,432.2,451.7,470,492.8,535.7
2017-10-31,358.2,392.2,422.2,441.6,468.6,493.8,526.4
2017-11-01,368.3,403.3,432.8,452.9,471.7,495,535.1
2017-11-02,365.8,401.8,432.8,453.8,473.6,497.6,538.5
2017-11-03,360.5,397.4,429,450.4,470.6,493.6,529.6
2017-11-04,371.6,402.6,434,458.4,482.2,512,561.6
2017-11-05,367.1,402.9,436.6,462.1,486.5,516.2,560.1
2017-11-06,370.2,401.6,430.2,450.2,469.8,494.8,548.6
2017-11-07,364.5,401.5,436.4,462.1,486.7,516.4,559
2017-11-08,357,394.2,428.6,453.8,477.8,505.2,541.4
2017-11-09,364,398.4,428,449.2,470,497.6,547.4
2017-11-10,368.2,399,429.2,451,472.2,499.2,558.6
2017-11-11,356.6,391.6,423.4,445.8,467.6,491.6,524.8
2017-11-12,364.4,399.9,431.4,453.7,475,500.7,548.8
2017-11-13,363.2,400,432.9,456.4,478.6,506.6,541.3
2017-11-14,363.5,400.2,432.9,456.4,478.8,505.5,545.4
2017-11-15,363.6,400.3,433.6,457.5,480.5,508.7,551.8
2017-11-16,355.2,391.2,424.8,449.2,472.6,498.6,532.6
2017-11-17,364.6,401.2,433.8,457.3,480.1,507.4,548.7
2017-11-18,364.2,398.2,429.8,452.6,475,503,551
2017-11-19,353.4,385.8,417.2,439.2,461.2,486.2,521.4
2017-11-20,361.5,397.4,428.9,450.9,472.2,497.9,536.3
2017-11-21,365.8,401,433.3,456.2,477.4,502.8,541.8
2017-11-22,366.1,400.4,431.5,453.7,475,500.7,541
2017-11-23,369,398.6,428.8,451,472.8,501.4,559.6
2017-11-24,356.6,389.2,420.8,443.2,465.4,489.8,526.4
2017-11-25,341.6,380.4,413,435,456.6,482.4,517.4
2017-11-26,368,400.5,430.6,452.2,472.8,498.2,541.4
2017-11-27,354.6,388.6,420.6,443,465,489.8,525.8
2017-11-28,364.8,400.4,431.8,453.9,475.2,501.1,550
2017-11-29,361.8,398.9,431.1,453.9,475.4,501.2,541.8
2017-11-30,338.2,375.6,411.4,432.8,455.4,481.2,511.2
2017-12-01,366.2,400.3,431,453.1,474.1,499.9,547.4
2017-12-03,362.3,396.7,427.9,449.7,471.4,497.8,553.6
2017-12-04,365.8,400,431,453.4,474.6,500.4,547.1
2017-12-05,355,387,417.8,439.8,462.4,488.2,527.8
2017-12-06,363,396.4,427.4,449.1,470.7,496.9,543.1
2017-12-07,363.9,396.8,427.5,449,470.1,495.7,537.4
2017-12-08,361.8,395.7,426.1,447.5,468.5,494,535.4
2017-12-09,363,395.8,426.5,448.1,469.4,495.5,551.3
2017-12-10,357.5,393.9,427.6,450.9,472.8,498.6,537.3
2017-12-11,359.1,393.8,427.1,451.4,475.5,504.5,546.3
2017-12-12,363.4,394.5,425.3,447.1,468.8,495.7,540.9
2017-12-13,366.4,393.4,422.4,445.6,469.4,500.2,548
2017-12-14,364,396.9,428.4,451.1,473.6,501.3,549
2017-12-15,359,396.3,428.1,451,473.5,501.2,544
2017-12-16,357.2,390.2,426.1,451.6,466.8,489.6,540.4
2017-12-17,363.2,396.3,427.4,450,472.2,499.3,535.1
2017-12-18,355.6,395.5,428,450.5,473.1,500.3,548
2017-12-19,362.8,396.5,427.4,449.7,476.9,499,543
2017-12-20,362,393.6,430,452.2,474.8,504.8,547
2017-12-21,369.2,395.2,431.2,453.8,476.4,509.4,551.4
2017-12-22,367.1,399.8,430.8,453.7,476.1,503.7,547.2
2017-12-23,369.3,400.9,431.8,454.7,477,504.1,543.8
2017-12-24,362.3,397.9,429.3,452,474.4,501.7,545.4
2017-12-25,368.1,400.2,430.6,453.2,475.2,502.1,546.8
2017-12-26,367.2,399.7,430.4,452.9,475,502,541.5
2017-12-27,361.9,396.4,427.8,450.5,473.1,500.7,552.1
2017-12-28,365.8,398.2,428.4,450.9,473.2,500.6,548
2017-12-29,364.6,398.3,429.5,452.4,474.6,501.7,544.1
2017-12-30,367.5,398,428,450,472,499.3,545.7
2017-12-31,357.5,395.5,426.9,449.5,472,499.6,545.5
2018-01-01,365,392.8,423.5,449.8,472.5,500.2,554.6
2018-01-02,364.6,396.9,428.1,451.1,474,501.9,547.9
2018-01-03,360.4,395.9,427.6,450.6,473.6,502.1,554
2018-01-04,363.1,396.3,427.5,450.5,473.5,502,559.4
2018-01-05,362,391.6,422.6,444.6,467.2,493.6,521.6
2018-01-06,360.8,391,422.8,445.8,468.6,495.4,524.6
2018-01-07,365.6,397,427.9,451.1,474.4,502.3,544.5
2018-01-08,356.6,393.8,425.8,448.7,472,500.2,544.2
2018-01-09,358.2,396,426,451.2,474.4,500.4,539.8
2018-01-10,365.2,397.2,428.1,451.3,474.2,502.1,544.7
2018-01-11,359.6,388.4,417.4,438,458.4,482.8,510.8
2018-01-12,357.8,398,424.6,446.2,468.8,501.6,553
2018-01-13,367.6,403.2,429,451.2,474.8,507.6,551.8
2018-01-14,364.3,396.4,427.4,450.4,473.6,502.1,548.7
2018-01-15,365,396.7,427.8,451.1,474.7,503.5,555.9
2018-01-16,361.7,394.7,425.4,447.7,470.1,497.3,544.2
2018-01-17,352.2,391.5,424.3,447.7,471.3,499.7,543.1
2018-01-18,361.7,394.3,426.3,449.6,472.8,501.2,547.6
2018-01-19,364,396,427,449.9,472.9,501.1,545.4
2018-01-20,357.6,394.8,429,454.4,478.8,507.6,548.6
2018-01-21,360.6,393.7,425.4,448.7,472.3,501,549
2018-01-22,363.5,396.2,427.6,450.8,474.1,502.4,552
2018-01-23,360.6,393.3,425,448.6,472.7,502.2,554.2
2018-01-24,357.4,390.1,422.1,445.5,469.8,499.4,553.7
2018-01-25,367.6,397.6,427.8,452.2,476.2,505.6,554.4
2018-01-26,366.5,393.4,424.4,447.1,470.1,498,542.4
2018-01-27,352.4,388.6,422.3,446.1,469.7,498.1,542.5
2018-01-28,360.9,392.4,424,446.7,469.6,497.6,542.8
2018-01-30,367.9,395.8,426,448.9,471.9,500.1,547.5
2018-01-31,361.9,392.7,422.9,444.8,467.4,495.3,549.7
2018-02-01,364.3,395,425,446.8,468.9,496.3,551.7
2018-02-02,360.4,391.6,425.4,446.4,472.6,498.6,543
2018-02-03,364.4,395.5,425.5,447.7,470,497.3,548.8
2018-02-04,363.7,396,426.5,448.5,470.7,498,552.3
2018-02-05,364.8,397.5,427.1,449.4,471.4,498.6,550.8
2018-02-06,364.6,396.7,426.8,448.7,470.8,497.8,548.8
2018-02-07,364.3,395.3,425.4,447.3,469.6,497.1,551.8
2018-02-08,364.6,398.4,429.6,452.6,475.4,503,544.4
2018-02-09,359.4,398.5,432,454.1,475.7,502,558.4
2018-02-10,356,393.4,426,448,469.6,495.4,533.6
2018-02-11,355.2,395,428.3,449.9,471.5,498.2,559.7
2018-02-12,348.5,390.5,425.5,447.9,469.6,496.3,557.4
2018-02-13,355.9,394.1,427.8,449.7,471.2,498.3,557.4
2018-02-14,360.6,391.2,425.8,448.2,470.2,497,552.8
2018-02-15,358.8,393.6,425.2,447.2,468.2,493,539.6
2018-02-16,363.4,397.8,426,447.4,468.6,496,554.1
2018-02-17,354.6,391.2,422.8,444.1,465.4,490,526.2
2018-02-18,353.8,392.8,428.6,450.6,472.6,499.8,543
2018-02-19,360.3,396.1,424.9,446.2,467.9,495.9,569.2
2018-02-20,355.2,389.4,421.2,442.6,463.6,490,536
2018-02-21,361.4,395.8,424,446.2,466.6,494,558.2
2018-02-22,362,395.9,424,444.9,466.4,493.4,557.2
2018-02-23,361.2,396.3,425,446.4,467.8,494.4,551.6
2018-02-24,358.9,395.1,424.6,446,467.3,493.5,555.4
2018-02-25,357.2,392.7,421.1,440.8,461.3,488.4,558.4
2018-02-26,358.7,396,426.6,446.9,467.5,494.2,552.5
2018-02-27,358.3,393.5,422.2,442.6,463.5,490.2,558.3
2018-02-28,359.4,394.4,423,443.2,463.8,489.8,553.3
2018-03-01,356.4,389.1,419.6,443.9,462.9,490.6,553.4
2018-03-02,357.3,393.7,423.4,444.8,466.7,495.1,561
2018-03-03,353.6,386.6,418,439,459.4,483,547.4
2018-03-04,355,387.6,418.2,438.8,459,483,537.8
2018-03-05,354,386.8,418,438.8,458.8,482.6,527.4
2018-03-06,353.2,383.2,414.6,435.6,455.6,482.6,523.8
2018-03-07,352,384.3,415.7,436.9,458.1,483.4,529.9
2018-03-08,362.8,401,425.8,448.4,469.4,501.4,560.2
2018-03-09,359.4,391.8,422.8,444.4,466,490.6,524.8
2018-03-10,355.6,389.2,422.8,446.4,469.6,497.2,533.2
2018-03-11,355.8,392,426.7,451.1,474.7,503.7,545.6
2018-03-12,353.8,387.4,421.8,446,469.4,496.6,533.2
2018-03-13,360,391.6,423.8,446.6,468.8,495.2,530.8
2018-03-14,361,392.2,424.4,447.8,470.8,497.6,533.8
2018-03-15,364.2,395.2,426.6,449.6,471.4,496.8,530.6
2018-03-16,373.2,403.4,433.6,455.8,476.6,500.8,534.7
2018-03-17,366.5,400.6,432,454.4,476.4,503.1,538.7
2018-03-18,362.9,399,430.7,453.2,474.7,501,540.1
2018-03-19,375.6,406,436.6,459,479.6,504,542.2
2018-03-20,363.8,399.5,431.1,453.9,475.5,502.1,542.3
2018-03-21,364.2,399.7,431.4,454.4,476.3,503,546
2018-03-22,361.8,397.9,430.2,453.3,475.4,502.2,541.9
2018-03-23,361.2,397.1,429,451.5,473.2,499.6,540.5
2018-03-24,366,400.2,431,453.4,474.6,500.6,538.4
2018-03-25,370,401.2,432,454.8,476,500.6,538
2018-03-26,366,397.5,427.6,449,470,496.2,538.3
2018-03-27,358.6,394.2,426.6,449,471.2,497.6,539.4
2018-03-28,352.4,392.2,425.2,448.2,470.2,496.8,534.4
2018-03-29,365.8,399.8,430.6,453,474.6,501,541.4
2018-03-30,352.8,397.4,429.9,452.4,474,500.5,541.4
2018-03-31,363,396.7,429,453.7,477.8,509.1,551.8
2018-04-01,368.1,402.4,433.8,456.6,478.5,505.5,547.8
2018-04-02,371.2,403,434.8,459.2,482.2,510.6,554.8
2018-04-03,362.8,399.8,435,459.8,482.2,510.6,551.2
2018-04-04,360.8,397.6,429.8,453.2,475.6,502.6,542.8
2018-04-05,377.2,406,436.2,460.4,483,511.4,558.4
2018-04-06,354.4,392.5,425.9,449.2,472.1,500.1,546.5
2018-04-07,377.4,406,435.6,459,481.4,510.2,557.8
2018-04-08,357.9,393.7,426.1,449,471.6,499.2,542.9
2018-04-09,360.4,396,428.4,451.4,473.6,500.2,535.4
2018-04-10,367.8,410,431.4,453.8,475.5,502.1,542.2
2018-04-11,360.7,395.9,427.5,449.7,471.4,497.5,536.2
2018-04-12,373,410.6,439,462.4,484.4,512.4,559.4
2018-04-13,369.3,401,429.7,450.2,470.7,495.7,537.2
2018-04-14,362.9,397.5,428.5,449.8,470.5,496.3,540.3
2018-04-15,369.3,403.1,433,453.8,474.2,499.2,538
2018-04-16,359.7,395.2,426.6,448.1,469.6,495.9,549.1
2018-04-17,354,388,427.4,447.3,470.2,490.8,535.2
2018-04-18,364.9,398.6,428.7,449.9,471,497.2,537.7
2018-04-19,362.4,397.1,428.9,451.8,474.1,501.8,550.8
2018-04-20,365.6,398.4,429.1,451.3,473,499.9,539.6
2018-04-21,362.3,397.7,429.6,452.5,474.5,501.3,546
2018-04-22,359.8,395.5,426.6,448.1,469.1,494.3,534.2
2018-04-23,372.4,404.1,434,454,475.2,502.3,550.2
2018-04-24,365.5,399.1,429.5,451.2,471.9,497.3,538.6
2018-04-25,367,400.6,431.4,453.2,473.8,498.4,534.2
2018-04-27,363.8,402.7,434.4,455.9,476.5,501.2,538.8
2018-04-28,367.6,401.8,433.8,456.8,478.6,505.4,548.6
2018-04-29,368.4,400.6,431.8,454.4,476.7,504.7,553.7
2018-04-30,365.6,399.7,431,453.1,474.6,501.6,545.3
2018-05-01,368.5,400.2,430,451.8,473.2,499.6,537.8
2018-05-02,365.2,398.9,430,452.2,473.6,499.8,541.7
2018-05-03,364.2,399.2,430.4,453.4,474.8,500.2,533.6
2018-05-04,365.2,400.6,432.6,455,476,501.2,534.4
2018-05-05,369.6,404.1,435.3,457.3,477.5,504.1,540.4
2018-05-06,366.8,402.4,434.2,456.6,478,503.2,536.8
2018-05-07,370.9,405.1,436.2,458.3,479.4,505.4,547.3
